dataset_filename,,,,,
UOPMathews_036_1_3_WithLabel.png,,,,"(215, 549)","(210, 136)"
UOPMathews_036_1_2_WithLabel.png,,,,"(235, 545)","(231, 129)"
UOPMathews_007_1_2_WithLabel.png,,,,"(218, 527)","(215, 111)"
UOPMathews_002_1_5_WithLabel.png,,,,"(286, 597)","(285, 182)"
UOPMathews_019_1_7_WithLabel.png,,,,"(240, 560)","(239, 145)"
UOPMathews_018_1_6_WithLabel.png,,,,"(236, 571)","(232, 155)"
UOPMathews_031_1_9_WithLabel.png,,,,"(245, 567)","(240, 164)"
UOPMathews_019_1_8_WithLabel.png,,,,"(235, 545)","(234, 133)"
UOPMathews_005_1_6_WithLabel.png,,,,"(279, 568)","(280, 154)"
UOPMathews_025_1_5_WithLabel.png,,,,"(234, 552)","(226, 138)"
UOPMathews_002_1_5_WithLabel.png,,,,"(286, 597)","(285, 182)"
UOPMathews_033_1_1_WithLabel.png,,,,"(214, 537)","(208, 120)"
UOPMathews_013_1_7_WithLabel.png,,,,"(268, 576)","(267, 174)"
UOPMathews_016_1_7_WithLabel.png,,,,"(236, 530)","(230, 127)"
UOPMathews_026_1_3_WithLabel.png,,,,"(214, 550)","(214, 136)"
UOPMathews_009_1_3_WithLabel.png,,,,"(240, 565)","(235, 149)"
UOPMathews_031_1_6_WithLabel.png,,,,"(227, 557)","(224, 142)"
UOPMathews_017_1_6_WithLabel.png,,,,"(219, 519)","(217, 118)"
UOPMathews_006_1_6_WithLabel.png,,,,"(294, 565)","(282, 154)"
UOPMathews_032_1_4_WithLabel.png,,,,"(239, 535)","(234, 120)"
UOPMathews_018_1_10_WithLabel.png,,,,"(231, 545)","(231, 145)"
UOPMathews_003_1_5_WithLabel.png,,,,"(272, 594)","(268, 179)"
UOPMathews_033_1_8_WithLabel.png,,,,"(235, 548)","(228, 133)"
UOPMathews_008_1_6_WithLabel.png,,,,"(233, 500)","(227, 98)"
UOPMathews_001_1_2_WithLabel.png,,,,"(277, 594)","(270, 179)"
UOPMathews_034_1_5_WithLabel.png,,,,"(254, 547)","(245, 133)"
UOPMathews_024_1_3_WithLabel.png,,,,"(225, 559)","(222, 141)"
UOPMathews_007_1_4_WithLabel.png,,,,"(234, 549)","(230, 133)"
UOPMathews_014_1_8_WithLabel.png,,,,"(258, 553)","(254, 150)"
UOPMathews_021_1_11_WithLabel.png,,,,"(254, 535)","(254, 135)"
UOPMathews_034_1_4_WithLabel.png,,,,"(222, 531)","(216, 117)"
UOPMathews_032_1_2_WithLabel.png,,,,"(225, 542)","(222, 125)"
UOPMathews_020_1_4_WithLabel.png,,,,"(234, 533)","(234, 118)"
UOPMathews_013_1_8_WithLabel.png,,,,"(289, 575)","(287, 173)"
UOPMathews_024_1_10_WithLabel.png,,,,"(224, 567)","(219, 165)"
UOPMathews_024_1_5_WithLabel.png,,,,"(221, 566)","(207, 153)"
UOPMathews_024_1_10_WithLabel.png,,,,"(224, 567)","(219, 165)"
UOPMathews_015_1_2_WithLabel.png,,,,"(222, 526)","(223, 111)"
UOPMathews_029_1_4_WithLabel.png,,,,"(240, 537)","(233, 122)"
UOPMathews_027_1_1_WithLabel.png,,,,"(200, 550)","(194, 134)"
UOPMathews_021_1_5_WithLabel.png,,,,"(251, 548)","(250, 132)"
UOPMathews_013_1_6_WithLabel.png,,,,"(257, 631)","(252, 216)"
UOPMathews_017_1_6_WithLabel.png,,,,"(219, 519)","(217, 118)"
UOPMathews_005_1_8_WithLabel.png,,,,"(295, 538)","(294, 135)"
UOPMathews_018_1_4_WithLabel.png,,,,"(232, 573)","(229, 157)"
UOPMathews_032_1_7_WithLabel.png,,,,"(246, 554)","(244, 140)"
UOPMathews_027_1_9_WithLabel.png,,,,"(257, 551)","(259, 138)"
UOPMathews_032_1_6_WithLabel.png,,,,"(244, 551)","(242, 137)"
UOPMathews_005_1_5_WithLabel.png,,,,"(278, 566)","(279, 153)"
UOPMathews_031_1_7_WithLabel.png,,,,"(241, 579)","(236, 164)"
UOPMathews_011_1_4_WithLabel.png,,,,"(277, 588)","(269, 175)"
UOPMathews_019_1_9_WithLabel.png,,,,"(226, 534)","(226, 134)"
UOPMathews_026_1_9_WithLabel.png,,,,"(232, 562)","(238, 148)"
UOPMathews_016_1_4_WithLabel.png,,,,"(219, 525)","(218, 111)"
UOPMathews_027_1_2_WithLabel.png,,,,"(219, 537)","(220, 120)"
UOPMathews_008_1_6_WithLabel.png,,,,"(233, 500)","(227, 98)"
UOPMathews_019_1_7_WithLabel.png,,,,"(240, 560)","(239, 145)"
UOPMathews_024_1_9_WithLabel.png,,,,"(232, 572)","(225, 156)"
UOPMathews_006_1_6_WithLabel.png,,,,"(294, 565)","(282, 154)"
UOPMathews_028_1_2_WithLabel.png,,,,"(227, 540)","(244, 122)"
UOPMathews_025_1_2_WithLabel.png,,,,"(209, 524)","(206, 107)"
UOPMathews_032_1_7_WithLabel.png,,,,"(246, 554)","(244, 140)"
UOPMathews_031_1_2_WithLabel.png,,,,"(225, 540)","(225, 124)"
UOPMathews_018_1_11_WithLabel.png,,,,"(237, 556)","(232, 154)"
UOPMathews_020_1_6_WithLabel.png,,,,"(223, 538)","(225, 121)"
UOPMathews_006_1_7_WithLabel.png,,,,"(299, 574)","(296, 161)"
UOPMathews_017_1_2_WithLabel.png,,,,"(211, 515)","(211, 99)"
UOPMathews_028_1_2_WithLabel.png,,,,"(227, 540)","(244, 122)"
UOPMathews_034_1_7_WithLabel.png,,,,"(251, 531)","(249, 129)"
UOPMathews_017_1_2_WithLabel.png,,,,"(211, 515)","(211, 99)"
UOPMathews_028_1_1_WithLabel.png,,,,"(219, 527)","(232, 111)"
UOPMathews_027_1_11_WithLabel.png,,,,"(251, 542)","(245, 141)"
UOPMathews_001_1_7_WithLabel.png,,,,"(304, 515)","(301, 203)"
UOPMathews_011_1_2_WithLabel.png,,,,"(254, 588)","(249, 172)"
UOPMathews_033_1_4_WithLabel.png,,,,"(203, 526)","(202, 111)"
UOPMathews_012_1_3_WithLabel.png,,,,"(249, 564)","(249, 148)"
UOPMathews_006_1_1_WithLabel.png,,,,"(249, 582)","(243, 166)"
UOPMathews_031_1_2_WithLabel.png,,,,"(225, 540)","(225, 124)"
UOPMathews_032_1_10_WithLabel.png,,,,"(252, 556)","(248, 154)"
UOPMathews_018_1_9_WithLabel.png,,,,"(243, 544)","(240, 142)"
